timestamp_s,frequency_hz,vin_dc_v,vout_dc_v,vin_ac_v,vout_ac_v,psrr_db,psrr_i32,status,error_code,error_source,severity
2.0,31.81,5.0,3.3,0.1,0.000126,-58.01,-58,False,0,OK,NORMAL
2.1,33.7,5.0,3.3,0.1,0.000406,-47.83,-48,False,0,OK,NORMAL
2.2,35.71,5.0,3.3,0.1,0.000336,-49.48,-49,False,0,OK,NORMAL
2.3,37.83,5.0,3.3,0.1,0.000289,-50.77,-51,False,0,OK,NORMAL
2.4,40.09,5.0,3.3,0.1,0.000171,-55.35,-55,False,0,OK,NORMAL
2.5,42.48,5.0,3.3,0.1,0.001089,-39.26,-39,False,0,OK,NORMAL
2.6,45.01,5.0,3.3,0.1,0.001263,-37.97,-38,False,0,OK,NORMAL
2.7,47.69,5.0,3.3,0.1,0.000359,-48.9,-49,False,0,OK,NORMAL
2.8,50.53,5.0,3.3,0.1,0.000248,-52.12,-52,False,0,OK,NORMAL
2.9,53.54,5.0,3.3,0.1,0.00024,-52.39,-52,False,0,OK,NORMAL
3.0,56.72,5.0,3.3,0.1,0.000137,-57.25,-57,False,0,OK,NORMAL
3.1,60.1,5.0,3.3,0.1,0.000417,-47.59,-48,False,0,OK,NORMAL
3.2,63.68,5.0,3.3,0.1,0.000162,-55.83,-56,False,0,OK,NORMAL
3.3,67.48,5.0,3.3,0.1,4.9e-05,-66.18,-66,False,0,OK,NORMAL
3.4,71.49,5.0,3.3,0.1,0.000275,-51.22,-51,False,0,OK,NORMAL
3.5,75.75,5.0,3.3,0.1,0.000278,-51.11,-51,False,0,OK,NORMAL
3.6,80.26,5.0,3.3,0.1,0.000236,-52.55,-53,False,0,OK,NORMAL
3.7,85.04,5.0,3.3,0.1,3.5e-05,-69.0,-69,False,0,OK,NORMAL
3.8,90.11,5.0,3.3,0.1,0.00087,-41.21,-41,False,0,OK,NORMAL
3.9,95.48,5.0,3.3,0.1,0.000127,-57.91,-58,False,0,OK,NORMAL
4.0,101.16,5.0,3.3,0.1,0.000637,-43.92,-44,False,0,OK,NORMAL
4.1,107.19,5.0,3.3,0.1,6.3e-05,-64.03,-64,False,0,OK,NORMAL
4.2,113.57,5.0,3.3,0.1,5.2e-05,-65.75,-66,False,0,OK,NORMAL
4.3,120.34,5.0,3.3,0.1,0.000409,-47.76,-48,False,0,OK,NORMAL
4.4,127.51,5.0,3.3,0.1,0.000416,-47.61,-48,False,0,OK,NORMAL
4.5,135.1,5.0,3.3,0.1,0.000298,-50.53,-51,False,0,OK,NORMAL
4.6,143.15,5.0,3.3,0.1,0.000626,-44.08,-44,False,0,OK,NORMAL
4.7,151.67,5.0,3.3,0.1,0.000158,-56.04,-56,False,0,OK,NORMAL
4.8,160.71,5.0,3.3,0.1,2.6e-05,-71.78,-72,False,0,OK,NORMAL
4.9,170.28,5.0,3.3,0.1,0.000326,-49.74,-50,False,0,OK,NORMAL
5.0,180.42,5.0,3.3,0.1,6.2e-05,-64.11,-64,False,0,OK,NORMAL
5.1,191.16,5.0,3.3,0.1,4e-05,-67.93,-68,False,0,OK,NORMAL
5.2,202.55,5.0,3.3,0.1,0.000603,-44.39,-44,False,0,OK,NORMAL
5.3,214.61,5.0,3.3,0.1,4.6e-05,-66.78,-67,False,0,OK,NORMAL
5.4,227.4,5.0,3.3,0.1,0.000135,-57.36,-57,False,0,OK,NORMAL
5.5,240.94,5.0,3.3,0.1,8.7e-05,-61.2,-61,False,0,OK,NORMAL
5.6,255.29,5.0,3.3,0.1,0.000577,-44.77,-45,False,0,OK,NORMAL
5.7,270.5,5.0,3.3,0.1,0.000143,-56.9,-57,False,0,OK,NORMAL
5.8,286.61,5.0,3.3,0.1,0.000143,-56.88,-57,False,0,OK,NORMAL
5.9,303.68,5.0,3.3,0.1,0.000579,-44.75,-45,False,0,OK,NORMAL
6.0,321.76,5.0,3.3,0.1,2.8e-05,-71.07,-71,False,0,OK,NORMAL
6.1,340.93,5.0,3.3,0.1,8.8e-05,-61.12,-61,False,0,OK,NORMAL
6.2,361.23,5.0,3.3,0.1,0.000239,-52.44,-52,False,0,OK,NORMAL
6.3,382.75,5.0,3.3,0.1,3.9e-05,-68.12,-68,False,0,OK,NORMAL
6.4,405.55,5.0,3.3,0.1,3.7e-05,-68.52,-69,False,0,OK,NORMAL
6.5,429.7,5.0,3.3,0.1,0.000168,-55.48,-55,False,0,OK,NORMAL
6.6,455.29,5.0,3.3,0.1,0.000376,-48.51,-49,False,0,OK,NORMAL
6.7,482.41,5.0,3.3,0.1,0.000587,-44.62,-45,False,0,OK,NORMAL
6.8,511.14,5.0,3.3,0.1,0.000162,-55.83,-56,False,0,OK,NORMAL
6.9,541.59,5.0,3.3,0.1,2.4e-05,-72.25,-72,False,0,OK,NORMAL
7.0,573.84,5.0,3.3,0.1,1.6e-05,-76.11,-76,False,0,OK,NORMAL
7.1,608.02,5.0,3.3,0.1,2.2e-05,-73.23,-73,False,0,OK,NORMAL
7.2,644.24,5.0,3.3,0.1,0.000206,-53.7,-54,False,0,OK,NORMAL
7.3,682.61,5.0,3.3,0.1,1.7e-05,-75.4,-75,False,0,OK,NORMAL
7.4,723.26,5.0,3.3,0.1,2.8e-05,-71.13,-71,False,0,OK,NORMAL
7.5,766.34,5.0,3.3,0.1,0.001017,-39.85,-40,False,0,OK,NORMAL
7.6,811.98,5.0,3.3,0.1,1.4e-05,-77.23,-77,False,0,OK,NORMAL
7.7,860.35,5.0,3.3,0.1,2e-05,-73.77,-74,False,0,OK,NORMAL
7.8,911.59,5.0,3.3,0.1,0.000592,-44.55,-45,False,0,OK,NORMAL
7.9,965.88,5.0,3.3,0.1,3e-06,-89.38,-89,False,0,OK,NORMAL
8.0,1023.41,5.0,3.3,0.1,9.5e-05,-60.49,-60,False,0,OK,NORMAL
8.1,1084.37,5.0,3.3,0.1,2.1e-05,-73.42,-73,False,0,OK,NORMAL
8.2,1148.95,5.0,3.3,0.1,3e-06,-89.86,-90,False,0,OK,NORMAL
8.3,1217.38,5.0,3.3,0.1,5.4e-05,-65.35,-65,False,0,OK,NORMAL
